method,file,source_id,dice,iou,hausdorff_95,asd,precision,recall
jpegxl_lossy_hq.zarr,0000.npz,source_3__CP_25_all_Phenix1__JCPQC016__A03__4,0.9937107407177064,0.9875000965690932,1.0,0.11014299330430122,0.9977869975372053,0.9896676538334979
jpegxl_lossy_hq.zarr,0000.npz,source_3__CP_25_all_Phenix1__JCPQC016__A03__5,0.9945271882523774,0.989113953786358,1.0,0.09600948980055743,0.9979262052248855,0.9911512473317319
jpegxl_lossy_hq.zarr,0000.npz,source_3__CP_25_all_Phenix1__JCPQC016__A03__6,0.994279176201373,0.9886234357224118,1.0,0.09904686373557436,0.9983209614704843,0.9902699859747546
jpegxl_lossy_hq.zarr,0000.npz,source_3__CP_25_all_Phenix1__JCPQC016__A04__1,0.994999929971008,0.9900496125759518,1.0,0.08493339624040876,0.9987253863672574,0.9913021637611863
jpegxl_lossy_hq.zarr,0000.npz,source_3__CP_25_all_Phenix1__JCPQC016__A04__2,0.9949889594880807,0.9900278896252388,1.0,0.0864070152431536,0.9978172549834825,0.9921766521823141
jpegxl_lossy_hq.zarr,0000.npz,source_3__CP_25_all_Phenix1__JCPQC016__A04__3,0.9948184406168719,0.9896903015484922,1.0,0.08796998434575512,0.998519919417835,0.9911443029709435
jpegxl_lossy_hq.zarr,0000.npz,source_3__CP_25_all_Phenix1__JCPQC016__A04__4,0.9949482507443803,0.9899472852828498,1.0,0.0874916944673346,0.9989739580788587,0.9909548591126917
jpegxl_lossy_hq.zarr,0000.npz,source_3__CP_25_all_Phenix1__JCPQC016__A04__5,0.9952692638248645,0.990583076629775,1.0,0.08272193690388849,0.9985182413092071,0.9920413608067166
jpegxl_lossy_hq.zarr,0000.npz,source_3__CP_25_all_Phenix1__JCPQC016__A04__6,0.9939713426036032,0.9880149390336476,1.0,0.10165523620434705,0.9980413721787215,0.9899343735060194
jpegxl_lossy_hq.zarr,0000.npz,source_3__CP_25_all_Phenix1__JCPQC016__A05__2,0.9941453122072903,0.9883587801224897,1.0,0.10075841694574234,0.9985541004127746,0.9897752839871681
jpegxl_lossy_hq.zarr,0000.npz,source_3__CP_25_all_Phenix1__JCPQC016__A05__1,0.994215325643726,0.9884971912900217,1.0,0.09747283955963194,0.9991924116794326,0.9892875766680738
jpegxl_lossy_hq.zarr,0000.npz,source_3__CP_25_all_Phenix1__JCPQC016__A05__3,0.9945260638223847,0.9891117293434281,1.0,0.09337672391973781,0.9988259356407736,0.9902630545740086
jpegxl_lossy_hq.zarr,0000.npz,source_3__CP_25_all_Phenix1__JCPQC016__A05__4,0.9938531272753377,0.9877813609696634,1.0,0.1014696914872997,0.9992205317705476,0.9885430777014346
jpegxl_lossy_hq.zarr,0000.npz,source_3__CP_25_all_Phenix1__JCPQC016__A05__6,0.994168761190818,0.9884051348095219,1.0,0.1037607189240348,0.9982042987744759,0.9901657219433831
jpegxl_lossy_hq.zarr,0000.npz,source_3__CP_25_all_Phenix1__JCPQC016__A05__5,0.9908774276240631,0.9819197932428403,1.0,0.20907639193788646,0.9905627792447995,0.9911922759604879
jpegxl_lossy_hq.zarr,0000.npz,source_3__CP_25_all_Phenix1__JCPQC016__A06__1,0.9947825036431867,0.9896191692330805,1.0,0.08630521903215614,0.9985347022919278,0.9910583987362404
jpegxl_lossy_hq.zarr,0000.npz,source_3__CP_25_all_Phenix1__JCPQC016__A06__2,0.9945020289900074,0.9890641827860278,1.0,0.0956528742812177,0.9977997499892908,0.9912260340745555
jpegxl_lossy_hq.zarr,0000.npz,source_3__CP_25_all_Phenix1__JCPQC016__A06__4,0.993524952923521,0.9871332188606422,1.0,0.10979589933705938,0.998470683619792,0.9886279761678296
jpegxl_lossy_hq.zarr,0000.npz,source_3__CP_25_all_Phenix1__JCPQC016__A06__3,0.9942994201447098,0.9886634651118319,1.0,0.09584686902733872,0.9991504040138852,0.9894953127934017
jpegxl_lossy_hq.zarr,0000.npz,source_3__CP_25_all_Phenix1__JCPQC016__A06__5,0.9939406904031083,0.9879543690136527,1.0,0.09630110066553745,0.9987902238085954,0.9891380223675547
jpegxl_lossy_hq.zarr,0000.npz,source_3__CP_25_all_Phenix1__JCPQC016__A07__2,0.9935028829528749,0.9870896459868929,1.0,0.11555603620303073,0.9956693213913131,0.9913458517850448
jpegxl_lossy_hq.zarr,0000.npz,source_3__CP_25_all_Phenix1__JCPQC016__A06__6,0.9943767467103856,0.9888163817389474,1.0,0.09483209330384074,0.997519484920366,0.9912537490346797
jpegxl_lossy_hq.zarr,0000.npz,source_3__CP_25_all_Phenix1__JCPQC016__A07__1,0.9950111111491565,0.9900717532179921,1.0,0.08506159846468149,0.9988862764509343,0.9911658969513817
jpegxl_lossy_hq.zarr,0000.npz,source_3__CP_25_all_Phenix1__JCPQC016__A07__3,0.9949821021098962,0.9900143113856219,1.0,0.08835308094423364,0.998431895995095,0.9915560656762422
jpegxl_lossy_hq.zarr,0000.npz,source_3__CP_25_all_Phenix1__JCPQC016__A07__6,0.9937755848676014,0.9876281770968962,1.0,0.1047643051106634,0.9965790608778428,0.990987837524712
jpegxl_lossy_hq.zarr,0000.npz,source_3__CP_25_all_Phenix1__JCPQC016__A07__4,0.9946253682618043,0.9893082010058211,1.0,0.09182881795986146,0.9991943869913497,0.9900979448564796
jpegxl_lossy_hq.zarr,0000.npz,source_3__CP_25_all_Phenix1__JCPQC016__A07__5,0.9949449995801495,0.9899408481769876,1.0,0.0837821289552373,0.9988342742634733,0.9910858956404534
jpegxl_lossy_hq.zarr,0000.npz,source_3__CP_25_all_Phenix1__JCPQC016__A08__2,0.9945464802858397,0.9891521197007481,1.0,0.096334005544948,0.9982840080994818,0.9908368343363234
jpegxl_lossy_hq.zarr,0000.npz,source_3__CP_25_all_Phenix1__JCPQC016__A08__1,0.9948647325390846,0.9897819375617221,1.0,0.10222644589386747,0.9985638696532194,0.9911929008633362
jpegxl_lossy_hq.zarr,0000.npz,source_3__CP_25_all_Phenix1__JCPQC016__A08__3,0.9946681516183794,0.9893928589048407,1.0,0.0915920025157349,0.9989856083180118,0.9903878530477375
jpegxl_lossy_hq.zarr,0000.npz,source_3__CP_25_all_Phenix1__JCPQC016__A08__4,0.9935190760726913,0.9871216159725711,1.0,0.09959908083348794,0.9995844595644204,0.9875268569674647
jpegxl_lossy_hq.zarr,0000.npz,source_3__CP_25_all_Phenix1__JCPQC016__A08__5,0.99482477279661,0.9897028357577242,1.0,0.10826403331422847,0.9986064519029236,0.9910716277409712
jpegxl_lossy_hq.zarr,0000.npz,source_3__CP_25_all_Phenix1__JCPQC016__A08__6,0.992109152682915,0.9843418613472089,1.0,0.24359484615418717,0.9930421941610481,0.9911778628910789
jpegxl_lossy_hq.zarr,0000.npz,source_3__CP_25_all_Phenix1__JCPQC016__A09__1,0.993946203644879,0.9879652631359205,1.0,0.08950274934979457,0.998970981683474,0.9889717214249518
jpegxl_lossy_hq.zarr,0000.npz,source_3__CP_25_all_Phenix1__JCPQC016__A09__2,0.995153293346456,0.9903533412182141,1.0,0.07894513857913907,0.9983021438760086,0.992024244603936
jpegxl_lossy_hq.zarr,0000.npz,source_3__CP_25_all_Phenix1__JCPQC016__A09__3,0.9947219971010198,0.9894994163131797,1.0,0.08696094385679415,0.9989848011902331,0.990495418363569
jpegxl_lossy_hq.zarr,0000.npz,source_3__CP_25_all_Phenix1__JCPQC016__A09__4,0.9947825735939692,0.9896193076861296,1.0,0.08397501970532953,0.9989460670058169,0.9906536420646406
jpegxl_lossy_hq.zarr,0000.npz,source_3__CP_25_all_Phenix1__JCPQC016__A09__5,0.99448716406156,0.9890347775952658,1.0,0.09065814627627013,0.998627037476385,0.9903814731705192
jpegxl_lossy_hq.zarr,0000.npz,source_3__CP_25_all_Phenix1__JCPQC016__A09__6,0.9957006829570844,0.9914381759103956,1.0,0.07523997360301427,0.9982193958664547,0.9931946485190627
jpegxl_lossy_hq.zarr,0000.npz,source_3__CP_25_all_Phenix1__JCPQC016__A10__1,0.9943109293292524,0.9886862235323821,1.0,0.09525948309701537,0.999138014260692,0.9895302618458974
jpegxl_lossy_hq.zarr,0000.npz,source_3__CP_25_all_Phenix1__JCPQC016__A10__3,0.9924468695473552,0.9850069833056814,1.0,0.19034365142623294,0.99577841162145,0.9891375455935992
jpegxl_lossy_hq.zarr,0000.npz,source_3__CP_25_all_Phenix1__JCPQC016__A10__2,0.9951359140694547,0.9903189177548504,1.0,0.08469346688726916,0.9982879838172534,0.9920036868347641
jpegxl_lossy_hq.zarr,0000.npz,source_3__CP_25_all_Phenix1__JCPQC016__A10__4,0.9917783675434766,0.9836908231447257,1.0,0.09815945785044246,0.9986694450458252,0.9849817387552103
jpegxl_lossy_hq.zarr,0000.npz,source_3__CP_25_all_Phenix1__JCPQC016__A10__5,0.9942605969645146,0.9885866994607889,1.0,0.09815608919382504,0.9993736193326894,0.9891996270511006
jpegxl_lossy_hq.zarr,0000.npz,source_3__CP_25_all_Phenix1__JCPQC016__A10__6,0.9951466046287755,0.9903400926073767,1.0,0.08449080140468578,0.9985970077164575,0.9917199634536318
jpegxl_lossy_hq.zarr,0000.npz,source_3__CP_25_all_Phenix1__JCPQC016__A11__1,0.9946776929601358,0.9894117398915864,1.0,0.11115775296776738,0.9988799359476679,0.99051065914389
